,Year,Nation,DEG_URB,SEX,AGE,Mean income
3691,2018,Belgium,Towns and suburbs,Females,From 18 to 64 years,"27,493"
3692,2018,Belgium,Towns and suburbs,Females,18 years or over,"25,844"
3693,2018,Belgium,Towns and suburbs,Females,60 years or over,"21,911"
3694,2018,Belgium,Towns and suburbs,Females,65 years or over,"21,005"
3695,2018,Belgium,Towns and suburbs,Females,75 years or over,"19,423"
3696,2018,Belgium,Rural areas,Males,Less than 18 years,"24,375"
3697,2018,Belgium,Rural areas,Males,From 18 to 64 years,"25,625"
3698,2018,Belgium,Rural areas,Males,18 years or over,"25,089"
3699,2018,Belgium,Rural areas,Males,60 years or over,"22,841"
3700,2018,Belgium,Rural areas,Males,65 years or over,"22,954"
3701,2018,Belgium,Rural areas,Males,75 years or over,"22,275"
3702,2018,Belgium,Rural areas,Females,Less than 18 years,"24,861"
3703,2018,Belgium,Rural areas,Females,From 18 to 64 years,"24,977"
3704,2018,Belgium,Rural areas,Females,18 years or over,"24,059"
3705,2018,Belgium,Rural areas,Females,60 years or over,"21,704"
3706,2018,Belgium,Rural areas,Females,65 years or over,"21,155"
3707,2018,Belgium,Rural areas,Females,75 years or over,"19,668"
3708,2018,Bulgaria,Cities,Males,Less than 18 years,"5,629"
3709,2018,Bulgaria,Cities,Males,From 18 to 64 years,"6,541"
3710,2018,Bulgaria,Cities,Males,18 years or over,"6,247"
3711,2018,Bulgaria,Cities,Males,60 years or over,"5,408"
3712,2018,Bulgaria,Cities,Males,65 years or over,"4,976"
3713,2018,Bulgaria,Cities,Males,75 years or over,"3,863"
3714,2018,Bulgaria,Cities,Females,Less than 18 years,"5,367"
3715,2018,Bulgaria,Cities,Females,From 18 to 64 years,"6,229"
3716,2018,Bulgaria,Cities,Females,18 years or over,"5,644"
3717,2018,Bulgaria,Cities,Females,60 years or over,"4,347"
3718,2018,Bulgaria,Cities,Females,65 years or over,"3,937"
3719,2018,Bulgaria,Cities,Females,75 years or over,"3,374"
3720,2018,Bulgaria,Towns and suburbs,Males,Less than 18 years,"4,275"
3721,2018,Bulgaria,Towns and suburbs,Males,From 18 to 64 years,"4,577"
3722,2018,Bulgaria,Towns and suburbs,Males,18 years or over,"4,423"
3723,2018,Bulgaria,Towns and suburbs,Males,60 years or over,"3,952"
3724,2018,Bulgaria,Towns and suburbs,Males,65 years or over,"3,710"
3725,2018,Bulgaria,Towns and suburbs,Males,75 years or over,"3,266"
3726,2018,Bulgaria,Towns and suburbs,Females,Less than 18 years,"3,919"
3727,2018,Bulgaria,Towns and suburbs,Females,From 18 to 64 years,"4,571"
3728,2018,Bulgaria,Towns and suburbs,Females,18 years or over,"4,160"
3729,2018,Bulgaria,Towns and suburbs,Females,60 years or over,"3,315"
3730,2018,Bulgaria,Towns and suburbs,Females,65 years or over,"2,981"
3731,2018,Bulgaria,Towns and suburbs,Females,75 years or over,"2,588"
3732,2018,Bulgaria,Rural areas,Males,Less than 18 years,"2,992"
3733,2018,Bulgaria,Rural areas,Males,From 18 to 64 years,"3,356"
3734,2018,Bulgaria,Rural areas,Males,18 years or over,"3,313"
3735,2018,Bulgaria,Rural areas,Males,60 years or over,"3,236"
3736,2018,Bulgaria,Rural areas,Males,65 years or over,"3,199"
3737,2018,Bulgaria,Rural areas,Males,75 years or over,"2,994"
3738,2018,Bulgaria,Rural areas,Females,Less than 18 years,"2,617"
3739,2018,Bulgaria,Rural areas,Females,From 18 to 64 years,"3,496"
3740,2018,Bulgaria,Rural areas,Females,18 years or over,"3,250"
3741,2018,Bulgaria,Rural areas,Females,60 years or over,"2,955"
3742,2018,Bulgaria,Rural areas,Females,65 years or over,"2,826"
3743,2018,Bulgaria,Rural areas,Females,75 years or over,"2,596"
3744,2018,Czechia,Cities,Males,Less than 18 years,"10,492"
3745,2018,Czechia,Cities,Males,From 18 to 64 years,"12,187"
3746,2018,Czechia,Cities,Males,18 years or over,"11,466"
3747,2018,Czechia,Cities,Males,60 years or over,"9,905"
3748,2018,Czechia,Cities,Males,65 years or over,"8,819"
3749,2018,Czechia,Cities,Males,75 years or over,"8,066"
3750,2018,Czechia,Cities,Females,Less than 18 years,"10,694"
3751,2018,Czechia,Cities,Females,From 18 to 64 years,"11,281"
3752,2018,Czechia,Cities,Females,18 years or over,"10,367"
3753,2018,Czechia,Cities,Females,60 years or over,"8,383"
3754,2018,Czechia,Cities,Females,65 years or over,"7,885"
3755,2018,Czechia,Cities,Females,75 years or over,"7,222"
3756,2018,Czechia,Towns and suburbs,Males,Less than 18 years,"9,620"
3757,2018,Czechia,Towns and suburbs,Males,From 18 to 64 years,"10,976"
3758,2018,Czechia,Towns and suburbs,Males,18 years or over,"10,335"
3759,2018,Czechia,Towns and suburbs,Males,60 years or over,"8,554"
3760,2018,Czechia,Towns and suburbs,Males,65 years or over,"8,053"
3761,2018,Czechia,Towns and suburbs,Males,75 years or over,"7,347"
3762,2018,Czechia,Towns and suburbs,Females,Less than 18 years,"9,388"
3763,2018,Czechia,Towns and suburbs,Females,From 18 to 64 years,"10,440"
3764,2018,Czechia,Towns and suburbs,Females,18 years or over,"9,556"
3765,2018,Czechia,Towns and suburbs,Females,60 years or over,"7,767"
3766,2018,Czechia,Towns and suburbs,Females,65 years or over,"7,157"
3767,2018,Czechia,Towns and suburbs,Females,75 years or over,"6,751"
3768,2018,Czechia,Rural areas,Males,Less than 18 years,"9,486"
3769,2018,Czechia,Rural areas,Males,From 18 to 64 years,"10,582"
3770,2018,Czechia,Rural areas,Males,18 years or over,"10,060"
3771,2018,Czechia,Rural areas,Males,60 years or over,"8,563"
3772,2018,Czechia,Rural areas,Males,65 years or over,"8,022"
3773,2018,Czechia,Rural areas,Males,75 years or over,"7,326"
3774,2018,Czechia,Rural areas,Females,Less than 18 years,"9,598"
3775,2018,Czechia,Rural areas,Females,From 18 to 64 years,"10,120"
3776,2018,Czechia,Rural areas,Females,18 years or over,"9,486"
3777,2018,Czechia,Rural areas,Females,60 years or over,"8,033"
3778,2018,Czechia,Rural areas,Females,65 years or over,"7,494"
3779,2018,Czechia,Rural areas,Females,75 years or over,"7,009"
3780,2018,Denmark,Cities,Males,Less than 18 years,"36,675"
3781,2018,Denmark,Cities,Males,From 18 to 64 years,"36,170"
3782,2018,Denmark,Cities,Males,18 years or over,"35,448"
3783,2018,Denmark,Cities,Males,60 years or over,"37,305"
3784,2018,Denmark,Cities,Males,65 years or over,"31,850"
3785,2018,Denmark,Cities,Males,75 years or over,"29,565"
3786,2018,Denmark,Cities,Females,Less than 18 years,"39,008"
3787,2018,Denmark,Cities,Females,From 18 to 64 years,"32,652"
3788,2018,Denmark,Cities,Females,18 years or over,"32,004"
3789,2018,Denmark,Cities,Females,60 years or over,"31,345"
3790,2018,Denmark,Cities,Females,65 years or over,"29,217"
3791,2018,Denmark,Cities,Females,75 years or over,"27,475"
3792,2018,Denmark,Towns and suburbs,Males,Less than 18 years,"32,328"
3793,2018,Denmark,Towns and suburbs,Males,From 18 to 64 years,"36,332"
3794,2018,Denmark,Towns and suburbs,Males,18 years or over,"35,050"
3795,2018,Denmark,Towns and suburbs,Males,60 years or over,"34,503"
3796,2018,Denmark,Towns and suburbs,Males,65 years or over,"31,458"
3797,2018,Denmark,Towns and suburbs,Males,75 years or over,"29,291"
3798,2018,Denmark,Towns and suburbs,Females,Less than 18 years,"32,289"
3799,2018,Denmark,Towns and suburbs,Females,From 18 to 64 years,"36,859"
3800,2018,Denmark,Towns and suburbs,Females,18 years or over,"34,661"
3801,2018,Denmark,Towns and suburbs,Females,60 years or over,"32,405"
3802,2018,Denmark,Towns and suburbs,Females,65 years or over,"29,540"
3803,2018,Denmark,Towns and suburbs,Females,75 years or over,"24,419"
3804,2018,Denmark,Rural areas,Males,Less than 18 years,"29,423"
3805,2018,Denmark,Rural areas,Males,From 18 to 64 years,"35,288"
3806,2018,Denmark,Rural areas,Males,18 years or over,"34,132"
3807,2018,Denmark,Rural areas,Males,60 years or over,"34,027"
3808,2018,Denmark,Rural areas,Males,65 years or over,"31,071"
3809,2018,Denmark,Rural areas,Males,75 years or over,"25,913"
3810,2018,Denmark,Rural areas,Females,Less than 18 years,"30,509"
3811,2018,Denmark,Rural areas,Females,From 18 to 64 years,"34,373"
3812,2018,Denmark,Rural areas,Females,18 years or over,"32,318"
3813,2018,Denmark,Rural areas,Females,60 years or over,"28,982"
3814,2018,Denmark,Rural areas,Females,65 years or over,"26,950"
3815,2018,Denmark,Rural areas,Females,75 years or over,"24,359"
3816,2018,Germany (until 1990 former territory of the FRG),Cities,Males,Less than 18 years,"22,742"
3817,2018,Germany (until 1990 former territory of the FRG),Cities,Males,From 18 to 64 years,"26,111"
3818,2018,Germany (until 1990 former territory of the FRG),Cities,Males,18 years or over,"25,698"
3819,2018,Germany (until 1990 former territory of the FRG),Cities,Males,60 years or over,"24,581"
3820,2018,Germany (until 1990 former territory of the FRG),Cities,Males,65 years or over,"24,437"
3821,2018,Germany (until 1990 former territory of the FRG),Cities,Males,75 years or over,"24,699"
3822,2018,Germany (until 1990 former territory of the FRG),Cities,Females,Less than 18 years,"24,640"
3823,2018,Germany (until 1990 former territory of the FRG),Cities,Females,From 18 to 64 years,"24,993"
3824,2018,Germany (until 1990 former territory of the FRG),Cities,Females,18 years or over,"24,188"
3825,2018,Germany (until 1990 former territory of the FRG),Cities,Females,60 years or over,"22,162"
3826,2018,Germany (until 1990 former territory of the FRG),Cities,Females,65 years or over,"21,706"
3827,2018,Germany (until 1990 former territory of the FRG),Cities,Females,75 years or over,"22,043"
3828,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Males,Less than 18 years,"28,518"
3829,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Males,From 18 to 64 years,"28,234"
3830,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Males,18 years or over,"27,652"
3831,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Males,60 years or over,"26,543"
3832,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Males,65 years or over,"25,983"
3833,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Males,75 years or over,"23,971"
3834,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Females,Less than 18 years,"30,921"
3835,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Females,From 18 to 64 years,"27,480"
3836,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Females,18 years or over,"26,525"
3837,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Females,60 years or over,"24,443"
3838,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Females,65 years or over,"23,803"
3839,2018,Germany (until 1990 former territory of the FRG),Towns and suburbs,Females,75 years or over,"25,233"
3840,2018,Germany (until 1990 former territory of the FRG),Rural areas,Males,Less than 18 years,"22,993"
3841,2018,Germany (until 1990 former territory of the FRG),Rural areas,Males,From 18 to 64 years,"27,084"
3842,2018,Germany (until 1990 former territory of the FRG),Rural areas,Males,18 years or over,"25,874"
3843,2018,Germany (until 1990 former territory of the FRG),Rural areas,Males,60 years or over,"22,915"
3844,2018,Germany (until 1990 former territory of the FRG),Rural areas,Males,65 years or over,"21,786"
3845,2018,Germany (until 1990 former territory of the FRG),Rural areas,Males,75 years or over,"21,514"
3846,2018,Germany (until 1990 former territory of the FRG),Rural areas,Females,Less than 18 years,"23,803"
3847,2018,Germany (until 1990 former territory of the FRG),Rural areas,Females,From 18 to 64 years,"25,540"
3848,2018,Germany (until 1990 former territory of the FRG),Rural areas,Females,18 years or over,"24,489"
3849,2018,Germany (until 1990 former territory of the FRG),Rural areas,Females,60 years or over,"21,133"
3850,2018,Germany (until 1990 former territory of the FRG),Rural areas,Females,65 years or over,"20,785"
3851,2018,Germany (until 1990 former territory of the FRG),Rural areas,Females,75 years or over,"21,771"
3852,2018,Estonia,Cities,Males,Less than 18 years,"13,040"
3853,2018,Estonia,Cities,Males,From 18 to 64 years,"13,190"
3854,2018,Estonia,Cities,Males,18 years or over,"12,556"
3855,2018,Estonia,Cities,Males,60 years or over,"10,155"
3856,2018,Estonia,Cities,Males,65 years or over,"9,378"
3857,2018,Estonia,Cities,Males,75 years or over,"8,114"
3858,2018,Estonia,Cities,Females,Less than 18 years,"12,954"
3859,2018,Estonia,Cities,Females,From 18 to 64 years,"13,193"
3860,2018,Estonia,Cities,Females,18 years or over,"11,722"
3861,2018,Estonia,Cities,Females,60 years or over,"8,903"
3862,2018,Estonia,Cities,Females,65 years or over,"8,046"
3863,2018,Estonia,Cities,Females,75 years or over,"7,305"
3864,2018,Estonia,Towns and suburbs,Males,Less than 18 years,"13,217"
3865,2018,Estonia,Towns and suburbs,Males,From 18 to 64 years,"13,498"
3866,2018,Estonia,Towns and suburbs,Males,18 years or over,"12,595"
3867,2018,Estonia,Towns and suburbs,Males,60 years or over,"9,792"
3868,2018,Estonia,Towns and suburbs,Males,65 years or over,"8,360"
3869,2018,Estonia,Towns and suburbs,Males,75 years or over,"7,505"
3870,2018,Estonia,Towns and suburbs,Females,Less than 18 years,"14,922"
3871,2018,Estonia,Towns and suburbs,Females,From 18 to 64 years,"13,927"
3872,2018,Estonia,Towns and suburbs,Females,18 years or over,"12,297"
3873,2018,Estonia,Towns and suburbs,Females,60 years or over,"8,981"
3874,2018,Estonia,Towns and suburbs,Females,65 years or over,"8,056"
3875,2018,Estonia,Towns and suburbs,Females,75 years or over,"6,640"
3876,2018,Estonia,Rural areas,Males,Less than 18 years,"10,578"
3877,2018,Estonia,Rural areas,Males,From 18 to 64 years,"11,246"
3878,2018,Estonia,Rural areas,Males,18 years or over,"10,620"
3879,2018,Estonia,Rural areas,Males,60 years or over,"8,913"
3880,2018,Estonia,Rural areas,Males,65 years or over,"8,079"
3881,2018,Estonia,Rural areas,Males,75 years or over,"6,900"
3882,2018,Estonia,Rural areas,Females,Less than 18 years,"10,487"
3883,2018,Estonia,Rural areas,Females,From 18 to 64 years,"11,641"
3884,2018,Estonia,Rural areas,Females,18 years or over,"10,349"
3885,2018,Estonia,Rural areas,Females,60 years or over,"8,225"
3886,2018,Estonia,Rural areas,Females,65 years or over,"7,359"
3887,2018,Estonia,Rural areas,Females,75 years or over,"6,712"
3888,2018,Ireland,Cities,Males,Less than 18 years,"28,485"
3889,2018,Ireland,Cities,Males,From 18 to 64 years,"34,830"
3890,2018,Ireland,Cities,Males,18 years or over,"33,868"
3891,2018,Ireland,Cities,Males,60 years or over,"29,742"
3892,2018,Ireland,Cities,Males,65 years or over,"28,865"
3893,2018,Ireland,Cities,Males,75 years or over,"30,426"
3894,2018,Ireland,Cities,Females,Less than 18 years,"29,256"
3895,2018,Ireland,Cities,Females,From 18 to 64 years,"35,271"
3896,2018,Ireland,Cities,Females,18 years or over,"33,670"
3897,2018,Ireland,Cities,Females,60 years or over,"27,181"
3898,2018,Ireland,Cities,Females,65 years or over,"25,151"
3899,2018,Ireland,Cities,Females,75 years or over,"22,825"
3900,2018,Ireland,Towns and suburbs,Males,Less than 18 years,"23,559"
3901,2018,Ireland,Towns and suburbs,Males,From 18 to 64 years,"28,313"
3902,2018,Ireland,Towns and suburbs,Males,18 years or over,"28,026"
3903,2018,Ireland,Towns and suburbs,Males,60 years or over,"26,639"
3904,2018,Ireland,Towns and suburbs,Males,65 years or over,"26,349"
3905,2018,Ireland,Towns and suburbs,Males,75 years or over,"25,616"
3906,2018,Ireland,Towns and suburbs,Females,Less than 18 years,"24,037"
3907,2018,Ireland,Towns and suburbs,Females,From 18 to 64 years,"25,987"
3908,2018,Ireland,Towns and suburbs,Females,18 years or over,"25,526"
3909,2018,Ireland,Towns and suburbs,Females,60 years or over,"23,610"
3910,2018,Ireland,Towns and suburbs,Females,65 years or over,"23,464"
3911,2018,Ireland,Towns and suburbs,Females,75 years or over,"22,327"
3912,2018,Ireland,Rural areas,Males,Less than 18 years,"25,400"
3913,2018,Ireland,Rural areas,Males,From 18 to 64 years,"28,361"
3914,2018,Ireland,Rural areas,Males,18 years or over,"27,736"
3915,2018,Ireland,Rural areas,Males,60 years or over,"25,485"
3916,2018,Ireland,Rural areas,Males,65 years or over,"25,381"
3917,2018,Ireland,Rural areas,Males,75 years or over,"21,317"
3918,2018,Ireland,Rural areas,Females,Less than 18 years,"24,725"
3919,2018,Ireland,Rural areas,Females,From 18 to 64 years,"28,046"
3920,2018,Ireland,Rural areas,Females,18 years or over,"26,882"
3921,2018,Ireland,Rural areas,Females,60 years or over,"24,687"
3922,2018,Ireland,Rural areas,Females,65 years or over,"23,207"
3923,2018,Ireland,Rural areas,Females,75 years or over,"20,447"
3924,2018,Greece,Cities,Males,Less than 18 years,"8,997"
3925,2018,Greece,Cities,Males,From 18 to 64 years,"9,838"
3926,2018,Greece,Cities,Males,18 years or over,"9,906"
3927,2018,Greece,Cities,Males,60 years or over,"10,285"
3928,2018,Greece,Cities,Males,65 years or over,"10,170"
3929,2018,Greece,Cities,Males,75 years or over,"9,784"
3930,2018,Greece,Cities,Females,Less than 18 years,"8,708"
3931,2018,Greece,Cities,Females,From 18 to 64 years,"9,593"
3932,2018,Greece,Cities,Females,18 years or over,"9,564"
3933,2018,Greece,Cities,Females,60 years or over,"9,642"
3934,2018,Greece,Cities,Females,65 years or over,"9,471"
3935,2018,Greece,Cities,Females,75 years or over,"9,181"
3936,2018,Greece,Towns and suburbs,Males,Less than 18 years,"8,955"
3937,2018,Greece,Towns and suburbs,Males,From 18 to 64 years,"9,753"
3938,2018,Greece,Towns and suburbs,Males,18 years or over,"9,824"
3939,2018,Greece,Towns and suburbs,Males,60 years or over,"10,236"
3940,2018,Greece,Towns and suburbs,Males,65 years or over,"10,096"
3941,2018,Greece,Towns and suburbs,Males,75 years or over,"9,332"
3942,2018,Greece,Towns and suburbs,Females,Less than 18 years,"9,144"
3943,2018,Greece,Towns and suburbs,Females,From 18 to 64 years,"9,659"
3944,2018,Greece,Towns and suburbs,Females,18 years or over,"9,544"
3945,2018,Greece,Towns and suburbs,Females,60 years or over,"9,467"
3946,2018,Greece,Towns and suburbs,Females,65 years or over,"9,180"
3947,2018,Greece,Towns and suburbs,Females,75 years or over,"8,432"
